video,qid,type,question,arm,raw_answer,pred_answer_idx,gold_answer_idx,acc_qa,parse_failed,refused,context_char_len,answer_ms,user_prompt,iop,iou,acc_gqa_unverified
3595273118,2,CW,why is a camera pointed at the man initally,A_FULL,"ANSWER: A
REASON: The large screen displays ""Fagdagen"" and the man is on stage, indicating he is making a speech.",0,1,0,False,False,1336,8728.39,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why is a camera pointed at the man initally

Options:
A. making a speech
B. taking photo of his speech
C. filming the boy
D. gesturing while talking
E. going with rhythm

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
3402648543,7,TC,how do the small dogs react when the big dog tries to get away,A_FULL,"ANSWER: D
REASON: The small dogs bark as the big dog tries to get away.",3,1,0,False,False,1546,7805.07,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how do the small dogs react when the big dog tries to get away

Options:
A. bite the big dog
B. follow after the big dog
C. bite toy bone
D. bark at the dog
E. go off with a clowder of cats

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
2510696559,7,TN,what does the boy do after hopping the bicycle in the middle of the video,A_FULL,"ANSWER: B
REASON: The caption in Frame 324 describes a person on a bike performing a trick on a ramp.",1,1,1,False,False,1266,7599.05,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the boy do after hopping the bicycle in the middle of the video

Options:
A. touch the vacumm clearner
B. do a stunt
C. fells on the ground
D. carry the baby down
E. follows him to dance

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6793786769,11,CW,why did the boy lifted his head again in the middle of the video,A_FULL,"ANSWER: C  
REASON: The caption for frame 34.0s describes a child lying on the floor with striped clothing, indicating the child was simply resting or engaged in a quiet activity, not reacting to an external stimulus.",2,1,0,False,False,1033,8429.37,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the boy lifted his head again in the middle of the video

Options:
A. attracted by dog
B. train is coming
C. excited
D. playing with something
E. wants to play with baby

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
3843551232,1,CW,why did the black dog prance upwards at the start of the video,A_FULL,"ANSWER: A
REASON: The caption describes the black dog as ""lying on the floor with a white‑tailed tail,"" indicating it was prancing (moving energetically) at the start of the video, which is a typical sign of excitement.",0,0,1,False,False,1363,10154.18,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the black dog prance upwards at the start of the video

Options:
A. excited
B. talk to boy
C. help boy get up
D. pour content out
E. felt the person s hand

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6205856607,7,TN,what does the girl do after patting the horse,A_FULL,"ANSWER: C
REASON: The child is seen turning back to the adult after patting the horse, as indicated by the frame where the child is waving and looking toward the adult on the left side.",2,2,1,False,False,1274,8847.62,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the girl do after patting the horse

Options:
A. rub baby s face with a cloth
B. moving
C. turn back to man
D. look at baby
E. ready to ride

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6793786769,7,CH,how did the boy interact with the train in the middle of the video,A_FULL,"ANSWER: B
REASON: The frames show the child playing with toy trains on the floor, indicating interaction such as spinning or manipulating the trains.",1,0,0,False,False,1129,7722.45,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the boy interact with the train in the middle of the video

Options:
A. wait for it to come back
B. spinning the train
C. kicked with his legs
D. push the steering wheel
E. use sticks to hit

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
4658396458,7,CH,how did the pink basket toy move in the video,A_FULL,"ANSWER: E
REASON: The frames show the baby using its hands to interact with toys on the pink activity center.",4,3,0,False,False,1485,8445.82,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the pink basket toy move in the video

Options:
A. put towel around
B. shake it
C. jumping
D. turn around
E. use hands

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6617533993,2,CW,why did the girl hold onto the thing on top of the white toy in the middle of the video,A_FULL,"ANSWER: A
REASON: The caption mentions a child holding a purple object (likely a toy) on top of a white toy car, suggesting she was balancing it.",0,0,1,False,False,1479,9029.06,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the girl hold onto the thing on top of the white toy in the middle of the video

Options:
A. balancing the item
B. remove the strings
C. to pour into funnel
D. change its colour
E. dismantle the toy

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",1.0,0.28387,True
8547321641,8,TN,what did the baby do after he walked up to the camera,A_FULL,"ANSWER: C
REASON: After walking up to the camera, the child continues walking toward the sea.",2,2,1,False,False,1001,6958.72,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what did the baby do after he walked up to the camera

Options:
A. rock chair
B. take the toy
C. walk to the sea
D. tried to touch camera
E. stares at camera

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
5047408177,2,CW,why does the woman hold a shirt,A_FULL,"ANSWER: C
REASON: The caption mentions ""an older individual holding the same fabric"" and ""a red garment hanging or displayed,"" suggesting the woman is holding a shirt that could be given away or distributed.",2,3,0,False,False,1299,9227.49,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why does the woman hold a shirt

Options:
A. bring it to the warehouse
B. to be thrown away
C. giving them away
D. shake and fold it
E. make space for more clothes

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.90909,0.25157,False
10727696143,5,TN,what did the boy do after running to the door,A_FULL,"ANSWER: D
REASON: The frame shows the boy opening the door after running to it.",3,1,0,False,False,1521,8345.87,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what did the boy do after running to the door

Options:
A. walk towards the toy
B. talk to person outside door
C. dance
D. run to kitchen
E. pet cat

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6018514357,7,TC,what does the baby hold onto while climbing up the step at the end,A_FULL,"ANSWER: D
REASON: The caption in Frame 1230 mentions ""Playground structures with railings and steps are present,"" and the persistence score for this frame is highest, indicating the most consistent description of the scene.",3,3,1,False,False,1362,9044.6,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the baby hold onto while climbing up the step at the end

Options:
A. black railings
B. red railings
C. blue railings
D. green railings
E. silver railings

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.86946,0.59089,True
4635309062,0,CW,why did the white shirt man stop cooking halfway,A_FULL,"ANSWER: E
REASON: The caption shows a person wearing a white sleeve (white shirt) handling food, suggesting they stopped cooking halfway.",4,0,0,False,False,1403,8631.91,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the white shirt man stop cooking halfway

Options:
A. washing his hands
B. change another place
C. make room to perform
D. plastic blocking food
E. did not finish

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6018514357,5,TN,what did the baby do after standing up on the slide,A_FULL,"ANSWER: D
REASON: The child is shown sliding down the slide in the later frames, indicating they turned around after standing up.",3,3,1,False,False,1214,7806.36,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what did the baby do after standing up on the slide

Options:
A. stands near the corner
B. stretch out the hand holding board
C. looked confused
D. turned around
E. take the toy out

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6542914065,1,CH,how did the man in grey signal for the other people to move run,A_FULL,"ANSWER: A
REASON: The caption mentions ""People playing in a grassy field"" with a person in grey patting a ball, indicating he signaled for others to move by interacting with the ball.",0,0,1,False,False,1345,8646.44,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the man in grey signal for the other people to move run

Options:
A. pat the ball
B. uses a leaf
C. claps
D. use paddle
E. pull leash

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.23331,0.21506,False
4087654898,3,CW,why is the girl bent down,A_FULL,"ANSWER: C
REASON: The caption mentions the child is bending down while holding a red watering can, indicating she is likely pouring water into a bucket.",2,2,1,False,False,1273,7719.89,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why is the girl bent down

Options:
A. carry the boy
B. pick out the ball
C. pour water into bucket
D. tie her shoes
E. wash her hands

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
7888256388,2,TC,what does the girl do as the dog was sniffing the lady s shoes,A_FULL,"ANSWER: C
REASON: The frames show the girl holding the dog with a leash and interacting with it.",2,0,0,False,False,1390,8226.96,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the girl do as the dog was sniffing the lady s shoes

Options:
A. stand at the back and watch
B. push dog away
C. hold the dog
D. sit on sofa
E. place paw on her palm

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.84091,0.84091,False
8254300526,7,CW,why does the baby stretch his left hand out towards the end,A_FULL,"ANSWER: B
REASON: The caption describes the baby stretching his hand out towards a toy pole, indicating a reach toward a higher object.",1,1,1,False,False,1496,8653.33,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why does the baby stretch his left hand out towards the end

Options:
A. sleeping
B. grip higher pole
C. lost balance
D. interact with the person
E. excited

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.24621,0.24528,False
4126010904,1,TC,what do the other people do as the tall man leans his face against the tv screen,A_FULL,"ANSWER: E
REASON: In the frame where the tall man leans his face against the TV, the other person is holding a glass, suggesting they are interacting with each other rather than doing any of the other listed activities.",4,4,1,False,False,1231,9257.08,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what do the other people do as the tall man leans his face against the tv screen

Options:
A. using phone
B. play melodica
C. wait
D. walk to sofa
E. talking to each other

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
8252088130,4,TN,what did the woman do after adjusting her hand in the middle,A_FULL,"ANSWER: E
REASON: The woman stands with an eagle on her hand after the middle of the video, indicating she reached for the bird.",4,3,0,False,False,1238,8527.05,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what did the woman do after adjusting her hand in the middle

Options:
A. touch her bag
B. poke her face
C. pick up dog
D. walk to show camera
E. reach for something

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
4744503881,0,CW,why does the lady wearing black top come near the table at the end,A_FULL,"ANSWER: C
REASON: The caption mentions people are seated at tables, engaged in conversation, which suggests the lady is there to talk.",2,1,0,False,False,1438,8040.04,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why does the lady wearing black top come near the table at the end

Options:
A. watching the boy playing the drums
B. ordered by customer
C. talk
D. talking to them
E. talking

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.75,0.75,False
3843551232,7,TN,how did the black puppy react after sering the big dog wag its tail,A_FULL,"ANSWER: D
REASON: The small black puppy is seen moving across the carpet, suggesting it is reacting to the big dog's tail by sniffing it.",3,3,1,False,False,1259,8072.69,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the black puppy react after sering the big dog wag its tail

Options:
A. barked back
B. climb on it
C. move away
D. sniff the tail
E. walk to the man

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
2552130183,9,TN,what does the baby do after holding tight to the lady s fingers,A_FULL,"ANSWER: C
REASON: The frames show the baby being held tightly by the adult and then trying to walk.",2,2,1,False,False,1150,7264.86,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the baby do after holding tight to the lady s fingers

Options:
A. put on keyboard
B. playing with the baby
C. trying to walk
D. put her hand on his forehead
E. kiss baby cheeks

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
5658916668,0,CW,why did the man extend his arms forward,A_FULL,"ANSWER: B
REASON: The caption in frame 360 shows the man standing in snow with his arms extended forward, which is a common posture for maintaining balance while walking on slippery surfaces.",1,1,1,False,False,1241,8403.46,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the man extend his arms forward

Options:
A. hold baby in place
B. maintain balance
C. dancing with partner
D. pointing at audience
E. lifting weights

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.08069,0.05264,False
5840177726,0,CH,how did the men make their way upslope,A_FULL,"ANSWER: E
REASON: The caption in Frame 351 mentions ""people in the forest with backpacks"" and ""dirt trail or slope in the background,"" indicating they were cycling up the slope.",4,4,1,False,False,1059,7968.91,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the men make their way upslope

Options:
A. run
B. move left and right
C. sitting on table
D. run up
E. cycle up slope

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
5840177726,5,CW,why did the man in brown jump up a little nearing the end,A_FULL,"ANSWER: D
REASON: The caption mentions the person wearing a helmet and dark clothing riding a bike, and the action score is highest at the end of the video, suggesting excitement.",3,4,0,False,False,1372,8788.31,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the man in brown jump up a little nearing the end

Options:
A. hold the railings
B. wide hole on the ground
C. play with camera
D. excited
E. hump on the way

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.01689,0.01105,False
11670386946,4,TN,what does the man in brown do after smiling at the camera in the middle,A_FULL,"ANSWER: C
REASON: The caption in frame 770 shows the man holding a paper, indicating he looks at it after smiling.",2,2,1,False,False,1387,8215.71,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the man in brown do after smiling at the camera in the middle

Options:
A. look around
B. drinks something
C. looks at paper
D. laugh
E. drink from cup

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.4966,0.18036,False
7887764754,1,CW,why did the baby keep swaying her legs,A_FULL,"ANSWER: B
REASON: The child is sitting on an orange chair holding food, indicating they are likely trying to change their posture.",1,4,0,False,False,1359,8046.12,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the baby keep swaying her legs

Options:
A. to get the baby s attention
B. change posture
C. man is making baby laugh
D. play with the toy
E. excited

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.43773,0.17209,False
7330294814,1,CW,why is the baby in yellow looking up at the lady in grey,A_FULL,"ANSWER: B
REASON: The caption mentions the adult's hand is touching the baby's stuffed toy, suggesting the lady in grey is interacting with the baby.",1,1,1,False,False,1343,8287.64,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why is the baby in yellow looking up at the lady in grey

Options:
A. unclear
B. she is talking to baby
C. snacks to eat
D. dancing
E. teaching

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
10597533885,5,TN,what does the baby do after playing with the toy house in yellow at the end,A_FULL,"ANSWER: C
REASON: The child squats down after playing with the toy house.",2,3,0,False,False,1314,7450.16,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the baby do after playing with the toy house in yellow at the end

Options:
A. hiding
B. play the instrument
C. squat down
D. goes back to the original house
E. looked curiously

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
3452354871,4,CH,how did the man get the bird off his shoe,A_FULL,"ANSWER: D
REASON: The bird is positioned near the shoe, suggesting the man moved the shoe slightly to get the bird off.",3,3,1,False,False,1371,8413.27,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the man get the bird off his shoe

Options:
A. carry the bird
B. shake his legs
C. run away
D. move shoe slightly
E. remove shoes

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.81818,0.81818,True
5047408177,3,CH,how did the woman help the girl sort the clothing to hang before she does so,A_FULL,"ANSWER: C
REASON: The caption mentions ""An older individual holds the same fabric"" and ""A child in blue pants interacts with a piece of fabric,"" indicating the woman helped the girl pick out clothes to hang.",2,2,1,False,False,1567,10178.17,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the woman help the girl sort the clothing to hang before she does so

Options:
A. put into a bag
B. looks at the product
C. pick out clothes for girl
D. straighten them before folding
E. stood and wait in front

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",1.0,0.34375,True
6160414832,8,TN,what is the boy in yellow do after the man in black placed the dices in one corner,A_FULL,"ANSWER: A
REASON: The caption in frame 1812 shows a board game with yellow cards and a stack of yellow papers, indicating the boy in yellow is adjusting the blocks after the man in black placed the dice in one corner.",0,1,0,False,False,1179,9618.68,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what is the boy in yellow do after the man in black placed the dices in one corner

Options:
A. adjust the blocks
B. pick the dice up
C. run away with ball
D. get up
E. show coin to camera

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
14012319794,0,CW,why is the girl running away from the camera,A_FULL,"ANSWER: D
REASON: The child is holding a red object (likely a flag) and the room is cluttered with toys and items, suggesting she might be trying to prevent her flag from being taken away.",3,3,1,False,False,1048,8553.68,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why is the girl running away from the camera

Options:
A. suggest to go playground
B. not to be hit by wave
C. playing with each other
D. prevent her flag from being taken away
E. pick up the paper plane

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",1.0,0.51163,True
2920952624,9,TN,what does the shorter woman do after talking with the taller woman,A_FULL,"ANSWER: A
REASON: The shorter woman is seen stirring food in a wok after talking with the taller woman.",0,2,0,False,False,1569,8274.81,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the shorter woman do after talking with the taller woman

Options:
A. stir fry
B. starts speaking
C. open fridge
D. hug the woman
E. relaxed

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
9528990839,6,CW,why did the man bend forward at the beginning of the video,A_FULL,"ANSWER: C
REASON: The caption in the first frame describes a person sitting in the passenger seat of a jeep, which suggests they were adjusting their position or seat.",2,2,1,False,False,1263,8250.61,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why did the man bend forward at the beginning of the video

Options:
A. part of stunt
B. happy
C. adjust his seat
D. to pick up the stone
E. talking

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.70455,0.70455,True
4013751996,3,CW,why does nt the girl need to paddle at the beginning,A_FULL,"ANSWER: A
REASON: The child is riding a toy bike on grass, suggesting she's moving downhill without paddling.",0,0,1,False,False,1192,7393.9,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why does nt the girl need to paddle at the beginning

Options:
A. going down a slope
B. pick up leash
C. washing her hands
D. to take the food
E. to have fun

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.94644,0.91813,True
3124551255,5,TN,what does the boy do after looking up at the start,A_FULL,"ANSWER: B
REASON: The child is seen playing with a toy (a red plush toy) after looking up.",1,2,0,False,False,1642,8346.2,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the boy do after looking up at the start

Options:
A. singing
B. playing with sticks
C. talk to the lady
D. kick the bottle
E. playing the guitar

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
4179163342,10,CH,how did the youngest girl show affection to the dog,A_FULL,"ANSWER: D
REASON: The caption mentions ""Children are interacting with a dog in a kitchen setting"" and ""Faces show expressions of joy or engagement with the animals and others,"" indicating the youngest girl is showing affection to the dog by stroking it.",3,0,0,False,False,1386,9421.65,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the youngest girl show affection to the dog

Options:
A. hug dog
B. rub the dog
C. kiss
D. stroke the dog
E. lady is carrying the dog

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.70455,0.70455,False
4740074365,8,CH,how did the bridegroom show affection to the bride,A_FULL,"ANSWER: A
REASON: The caption describes a couple dancing in wedding attire, indicating a kiss is a common expression of affection between the bride and groom.",0,0,1,False,False,1305,7855.21,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
how did the bridegroom show affection to the bride

Options:
A. kiss the bride
B. feed her a cake
C. carries and strokes it
D. rub the bride
E. hug from behind

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
6163877860,6,CW,why was the baby without socks eventually,A_FULL,"ANSWER: C
REASON: The caption mentions the baby's arms are raised and legs are extended, suggesting the baby was likely without socks because it was hot inside.",2,4,0,False,False,1271,8255.37,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why was the baby without socks eventually

Options:
A. to get to somewhere
B. put it down on the table
C. its hot inside
D. start swimming
E. baby took it off

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
2547885226,5,TN,what does the kid do right after standing up,A_FULL,"ANSWER: B
REASON: The caption in Frame 377 shows the child standing up and wearing sandals, indicating they likely kick sand off their shoes after standing up.",1,1,1,False,False,1299,8102.06,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the kid do right after standing up

Options:
A. pointed at the sandals
B. kicks sand off his shoes
C. bring jacket away
D. swing the dog
E. smile and walk forward

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.27273,0.27273,False
6018514357,4,TC,what was the man doing as the baby was on the slide,A_FULL,"ANSWER: A
REASON: The man is standing near the slide while the child is sliding down.",0,0,1,False,False,1148,6703.45,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what was the man doing as the baby was on the slide

Options:
A. watching the baby
B. using phone
C. dancing
D. taking photo of baby
E. exercising

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",1.0,0.30345,True
5586394125,5,TC,what is the lady in blue shirt doing when the lady in white is patting the dog at the beginning of the video,A_FULL,"ANSWER: B
REASON: The caption for the first frame (8.7s) shows the lady in blue standing near the dogs while the lady in white is patting the dog.",1,0,0,False,False,1315,8553.55,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what is the lady in blue shirt doing when the lady in white is patting the dog at the beginning of the video

Options:
A. talk with lady in white
B. patting dog
C. sit on sofa
D. feeding dog
E. sit down on chair

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.53589,0.22581,False
4822859674,1,CW,why does the baby start moving towards the woman at the start of the video,A_FULL,"ANSWER: E
REASON: The baby is in the foreground with blurred features, suggesting it is seeking attention or food from the woman.",4,4,1,False,False,1353,7952.26,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
why does the baby start moving towards the woman at the start of the video

Options:
A. take pink balloon
B. sit on chair
C. readjust baby s position
D. push toy train
E. wants food

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
4635309062,6,TN,what does the man in white do after the man in black picks up the white bowl near the end,A_FULL,"ANSWER: C
REASON: The caption in the frame from 60.2s shows the man in white holding something near the counter, which aligns with washing hands.",2,2,1,False,False,1584,9208.26,"You are answering a NExT-QA multiple-choice video question.

Use only the provided retrieved frame evidence. Do not use outside knowledge if
the evidence is insufficient.

Question:
what does the man in white do after the man in black picks up the white bowl near the end

Options:
A. touch donkey s head
B. put bread down
C. washing hands
D. reads from card
E. step back and raise hands

Return exactly this format:
ANSWER: <A|B|C|D|E>
REASON: <one short sentence grounded in the frame evidence>
",0.0,0.0,False
